public_id,url,name,name_kana,name_romaji,brewery_id,brewery_name,brewery_name_romaji,brewery_url,brewery_website,category,rice,polishing_ratio_pct,abv_pct,sake_meter_value,acidity,yeast,water_source,starter_method,pressing_filtration,pasteurization,milling_tech,has_gas,aroma_type,acidity_type,taste_sweet_dry,taste_acidity,taste_umami,taste_aroma,taste_body,taste_finish,taste_drinkability,volumes_ml,brewery_confirmed_spec,brewery_confirmed_taste,updated_at
9940,https://find-sake.me/sake/9940,菊姫 鶴乃里,きくひめ つるのさと,Kikuhime Tsuru-no-sato,10007,菊姫合資会社,Kikuhime,https://find-sake.me/brewery/10007,https://www.kikuhime.co.jp/,純米,兵庫県三木市吉川町産山田錦100%,65,16,0,2,,,山廃仕込み,,,,,D:熟成系,重厚・乳酸系,4,4,4,3,4,4,3,720;1800,false,false,2026-09-07
30643,https://find-sake.me/sake/30643,菊姫 黒吟,きくひめ くろぎん,Kikuhime Kurogin,10007,菊姫合資会社,Kikuhime,https://find-sake.me/brewery/10007,https://www.kikuhime.co.jp/,大吟醸,山田錦,40,17,,,,,速醸,袋吊り,ビン貯蔵,,,D:熟成系,,3,2,4,5,3,5,4,720;1800,false,false,2026-08-20
58134,https://find-sake.me/sake/58134,萬歳楽 剱 -Tsurugi-,まんざいらく つるぎ,Manzairaku Tsurugi,10008,株式会社小堀酒造店,Kobori Shuzoten,https://find-sake.me/brewery/10008,https://manzairaku.co.jp/,純米,五百万石,70,15,,,協会701号,白山・手取川水系,山廃,,,,,C:バナナ系,重厚・乳酸系,5,5,4,2,4,5,3,300;720;1800,true,false,2026-09-02
35536,https://find-sake.me/sake/35536,萬歳楽 剱 山廃純米,まんざいらく つるぎ やまはいじゅんまい,Manzairaku Tsurugi Yamahai Junmai,10008,株式会社小堀酒造店,Kobori Shuzoten,https://find-sake.me/brewery/10008,https://manzairaku.co.jp/,純米,五百万石（石川県白山市産・晩植米）,68,16,,,協会701号,白山・手取川水系,山廃,,,,,E:穀物・ふくよか系,重厚・乳酸系,4,5,5,2,4,4,2,720;1800,false,false,2026-09-22
58336,https://find-sake.me/sake/58336,萬歳楽 杜氏厳選 純米大吟醸,まんざいらく とうじげんせん じゅんまいだいぎんじょう,Manzairaku Toji Gensen Junmai Daiginjo,10008,株式会社小堀酒造店,Kobori Shuzoten,https://find-sake.me/brewery/10008,https://manzairaku.co.jp/,純米大吟醸,百万石乃白（石川県白山市産）,35,16,,,金沢酵母1401号,白山・手取川水系,,,火入れ（一回火入れ）,,,C:バナナ系,中庸・バランス系,3,2,3,4,3,4,4,720,true,false,2026-09-02
805,https://find-sake.me/sake/805,萬歳楽 璃 -Shizuku-,まんざいらく しずく,Manzairaku Shizuku,10008,株式会社小堀酒造店,Kobori Shuzoten,https://find-sake.me/brewery/10008,https://manzairaku.co.jp/,純米吟醸,百万石乃白,60,16,,,協会901号,白山・手取川水系,,,,,,B:青リンゴ・レモン系,中庸・バランス系,4,3,3,3,3,5,4,300;720;1800,true,false,2026-09-02
62661,https://find-sake.me/sake/62661,萬歳楽 甚 -Jin-,まんざいらく じん,Manzairaku Jin,10008,株式会社小堀酒造店,Kobori Shuzoten,https://find-sake.me/brewery/10008,https://manzairaku.co.jp/,純米,北陸12号,68,16,,,協会601号,白山・手取川水系,,,,,,C:バナナ系,中庸・バランス系,4,4,4,2,4,4,3,300;720;1800,true,false,2026-09-02
58659,https://find-sake.me/sake/58659,萬歳楽 白山 純米大吟醸,まんざいらく はくさん じゅんまいだいぎんじょう,Manzairaku Hakusan Junmai Daiginjo,10008,株式会社小堀酒造店,Kobori Shuzoten,https://find-sake.me/brewery/10008,https://manzairaku.co.jp/,純米大吟醸,山田錦,50,15,,,秋田今野No.24,手取川水系伏流水,,,,,,A:メロン・白桃系,,3,4,4,5,4,4,4,300;720;1800,true,false,2026-09-02
22280,https://find-sake.me/sake/22280,萬歳楽 百万石乃白 純米大吟醸,まんざいらく ひゃくまんごくのしろ じゅんまいだいぎんじょう,Manzairaku Hyakumangoku-no-shiro Junmai Daiginjo,10008,株式会社小堀酒造店,Kobori Shuzoten,https://find-sake.me/brewery/10008,https://manzairaku.co.jp/,純米大吟醸,百万石乃白（石川県産100%）,40,15,4,1.2,,手取川水系伏流水,,,,,,A:メロン・白桃系,中庸・バランス系,3,2,2,4,2,4,4,720;1800,false,false,2026-09-07
15512,https://find-sake.me/sake/15512,萬歳楽 秋あがり 純米,ばんざいらく あきあがり じゅんまい,Manzairaku Akiagari Junmai,10008,株式会社小堀酒造店,Kobori Shuzoten,https://find-sake.me/brewery/10008,https://manzairaku.co.jp/,純米,山田錦,60,17,,,,白山・手取川水系,,,秋あがり,,,A:メロン・白桃系,中庸・バランス系,4,3,4,3,3,4,3,720,false,false,2026-08-30
58848,https://find-sake.me/sake/58848,萬歳楽 純米吟醸 ひやおろし,まんざいらく じゅんまいぎんじょう ひやおろし,Manzairaku Junmai Ginjo Hiyaoroshi,10008,株式会社小堀酒造店,Kobori Shuzoten,https://find-sake.me/brewery/10008,https://manzairaku.co.jp/,純米吟醸,五百万石（石川県白山市産）,55,17,2,,金沢酵母1401号,白山・手取川水系,,,ひやおろし,,,C:バナナ系,中庸・バランス系,3,3,4,4,4,4,3,720,false,false,2026-09-05
17163,https://find-sake.me/sake/17163,萬歳楽 純米吟醸 生酒 うすにごり,ばんざいらく じゅんまいぎんじょう なまざけ うすにごり,Manzairaku Junmai Ginjo Namazake Usunigori,10008,株式会社小堀酒造店,Kobori Shuzoten,https://find-sake.me/brewery/10008,https://manzairaku.co.jp/,純米吟醸,百万石乃白,60,15,,,秋田流花酵母 K1501号,白山・手取川水系,,うすにごり,生酒,,true,B:青リンゴ・レモン系,爽快・リンゴ酸系,4,4,3,4,2,4,4,720,false,false,2026-08-30
50932,https://find-sake.me/sake/50932,萬歳楽 純米酒 おんな川,まんざいらく じゅんまいしゅ おんながわ,Manzairaku Junmaishu Onnagawa,10008,株式会社小堀酒造店,Kobori Shuzoten,https://find-sake.me/brewery/10008,https://manzairaku.co.jp/,純米酒,,60,16,,,,白山・手取川水系,,,,,,C:バナナ系,中庸・バランス系,3,3,4,3,4,3,4,300;720;1800,false,false,2026-08-20
40735,https://find-sake.me/sake/40735,萬歳楽 翡 -Hisui-,まんざいらく ひすい,Manzairaku Hisui,10008,株式会社小堀酒造店,Kobori Shuzoten,https://find-sake.me/brewery/10008,https://manzairaku.co.jp/,純米酒,石川門,70,16,,,自社酵母 M2,,,,火入れ,,,A:メロン・白桃系,中庸・バランス系,3,3,4,4,4,3,4,300;720;1800,true,false,2026-09-07
41610,https://find-sake.me/sake/41610,萬歳楽 金花の舞 純米大吟醸,まんざいらく きんかのまい じゅんまいだいぎんじょう,Manzairaku Kinka-no-mai Junmai Daiginjo,10008,株式会社小堀酒造店,Kobori Shuzoten,https://find-sake.me/brewery/10008,https://manzairaku.co.jp/,純米大吟醸,百万石乃白,40,15,,,,手取川水系伏流水,,,,,,A:メロン・白桃系,中庸・バランス系,3,3,4,4,3,4,4,300;720,true,false,2026-09-02
22502,https://find-sake.me/sake/22502,蛍舞プラス,ほたるまいぷらす,Hotarumai Plus,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,特別純米,蛍米（コシヒカリ）,68,15,2,1.6,協会7号酵母,,,,,,,,,2,4,3,3,3,4,2,720,true,true,2026-08-20
39772,https://find-sake.me/sake/39772,蛍舞ポップスパークリング,ほたるまいぽっぷすぱーくりんぐ,Hotarumai Pop Sparkling,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米吟醸,コシヒカリ,60,14,,,,,瓶内二次発酵スパークリング,生酒,,,true,,,2,4,2,3,3,4,5,720,true,true,2026-08-20
45473,https://find-sake.me/sake/45473,蛍舞ポム,ほたるまいぽむ,Hotarumai Pomme,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米吟醸,蛍米（コシヒカリ）,60,14,,,,,,,,,,,,2,5,2,4,3,4,4,500,true,true,2026-08-20
52406,https://find-sake.me/sake/52406,裕恒 大吟醸 鑑 KAGAMI,ひろひさ だいぎんじょう かがみ,Hirohisa Daiginjo Kagami,10014,合同会社西出酒造,Nishide Shuzo,https://find-sake.me/brewery/10014,https://nishidesake.com/,大吟醸,,40,,,,,,,,,,,,中庸・バランス系,3,3,2,4,2,4,4,720,false,false,2026-08-20
31999,https://find-sake.me/sake/31999,裕恒 純米吟醸,ひろひさ じゅんまいぎんじょう,Hirohisa Junmai Ginjo,10014,合同会社西出酒造,Nishide Shuzo,https://find-sake.me/brewery/10014,https://nishidesake.com/,純米吟醸,,50,16,,,,,,,,,,,中庸・バランス系,3,3,3,4,3,3,3,720,false,false,2026-08-30
28673,https://find-sake.me/sake/28673,裕恒 純米大吟醸,ひろひさ じゅんまいだいぎんじょう,Hirohisa Junmai Daiginjo,10014,合同会社西出酒造,Nishide Shuzo,https://find-sake.me/brewery/10014,https://nishidesake.com/,純米大吟醸,,35,,,,,,,,,,,,中庸・バランス系,3,3,3,4,2,3,4,720,false,false,2026-08-20
12957,https://find-sake.me/sake/12957,谷泉 本醸造 しぼりたて,たにいずみ ほんじょうぞう しぼりたて,Taniizumi Honjozo Shiboritate,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,本醸造,麹米：五百万石（石川県産）、掛米：加工用米,65,18,,,,能登水系,,無濾過、おりがらみ,生原酒,,true,B:青リンゴ・レモン系,中庸・バランス系,4,3,3,3,4,5,3,720;1800,false,false,2026-09-05
21865,https://find-sake.me/sake/21865,谷泉 本醸造酒,たにいずみ ほんじょうぞうしゅ,Taniizumi Honjozoshu,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,本醸造,五百万石（石川県産）、能登ひかり,65,15,,,,,,,,,,E:穀物・ふくよか系,中庸・バランス系,4,3,4,2,3,4,4,720,false,false,2026-08-30
53936,https://find-sake.me/sake/53936,谷泉 特別純米 ひやおろし,たにいずみ とくべつじゅんまい ひやおろし,Taniizumi Tokubetsu Junmai Hiyaoroshi,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,特別純米,山田錦、五百万石,58,16,5,,,能登水系,,,ひやおろし,,,E:穀物・ふくよか系,中庸・バランス系,4,3,4,3,4,4,3,720;1800,false,false,2026-09-05
43,https://find-sake.me/sake/43,谷泉 特別純米 無濾過生原酒 Orangeラベル,たにいずみ とくべつじゅんまい むろかなまげんしゅ おれんじらべる,Taniizumi Tokubetsu Junmai Muroka Nama Genshu Orange Label,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,特別純米,五百万石,58,16,7,,金沢酵母,能登水系,,無濾過,生原酒,,,A:メロン・白桃系,中庸・バランス系,4,3,4,4,4,5,3,720;1800,false,false,2026-09-05
48096,https://find-sake.me/sake/48096,谷泉 特別純米酒,たにいずみ とくべつじゅんまいしゅ,Taniizumi Tokubetsu Junmaishu,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,特別純米,五百万石（石川県産）,50,16,,,金沢酵母,,,,,,,,中庸・バランス系,4,3,4,4,3,4,4,720,false,false,2026-08-30
44772,https://find-sake.me/sake/44772,谷泉 純米,たにいずみ じゅんまい,Taniizumi Junmai,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米酒,麹米：山田錦、掛米：五百万石（能登産）,60,15,,,金沢酵母,白山・手取川水系,,,火入れ,,,C:バナナ系,中庸・バランス系,3,3,4,4,3,3,4,720;1800,false,false,2026-09-05
29568,https://find-sake.me/sake/29568,谷泉 純米 ひやおろし,たにいずみ じゅんまい ひやおろし,Taniizumi Junmai Hiyaoroshi,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米酒,,60,15,,,,能登水系,,,ひやおろし、生詰,,,E:穀物・ふくよか系,中庸・バランス系,3,3,4,3,3,4,4,720,false,false,2026-09-06
45576,https://find-sake.me/sake/45576,谷泉 純米 生原酒,たにいずみ じゅんまい なまげんしゅ,Taniizumi Junmai Nama Genshu,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米酒,山田錦、五百万石（能登産）,70,15,,,金沢酵母,白山・手取川水系,,,生原酒,,true,C:バナナ系,中庸・バランス系,3,3,4,4,3,4,4,720;1800,false,false,2026-09-05
59670,https://find-sake.me/sake/59670,谷泉 純米吟醸,たにいずみ じゅんまいぎんじょう,Taniizumi Junmai Ginjo,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米吟醸,山田錦、石川門,50,16,6,1.6,金沢酵母,能登水系,,,,,,C:バナナ系,中庸・バランス系,4,4,4,4,3,4,4,720;1800,false,false,2026-09-05
56597,https://find-sake.me/sake/56597,谷泉 純米吟醸 無濾過生原酒 Blueラベル,たにいずみ じゅんまいぎんじょう むろかなまげんしゅ ぶるーらべる,Taniizumi Junmai Ginjo Muroka Nama Genshu Blue Label,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米吟醸,山田錦、五百万石,58,16,3,,自社酵母,能登水系,,無濾過,生原酒,,,A:メロン・白桃系,中庸・バランス系,3,3,4,4,4,4,3,720;1800,false,false,2026-09-05
22268,https://find-sake.me/sake/22268,谷泉 純米吟醸 無濾過生原酒 Greenラベル,たにいずみ じゅんまいぎんじょう むろかなまげんしゅ ぐりーんらべる,Taniizumi Junmai Ginjo Muroka Nama Genshu Green Label,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米吟醸,山田錦、五百万石,50,16,4,,協会1801号,能登水系,,無濾過,生原酒,,,A:メロン・白桃系,中庸・バランス系,3,3,4,5,5,4,3,720;1800,false,false,2026-09-05
10482,https://find-sake.me/sake/10482,谷泉 純米吟醸 無濾過生原酒 Sweet Harmony,たにいずみ じゅんまいぎんじょう むろかなまげんしゅ すいーとはーもにー,Taniizumi Junmai Ginjo Muroka Nama Genshu Sweet Harmony,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米吟醸,山田錦,58,15,-10,,,能登水系,,無濾過,生原酒,,,A:メロン・白桃系,中庸・バランス系,1,3,4,4,3,2,4,720,false,false,2026-09-05
50098,https://find-sake.me/sake/50098,谷泉 純米吟醸 無濾過生原酒 雄町,たにいずみ じゅんまいぎんじょう むろかなまげんしゅ おまち,Taniizumi Junmai Ginjo Muroka Nama Genshu Omachi,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米吟醸,雄町（100%）,58,16,2,,金沢酵母,能登水系,,無濾過,生原酒,,,C:バナナ系,中庸・バランス系,3,3,5,4,5,3,3,720;1800,false,false,2026-09-05
8689,https://find-sake.me/sake/8689,谷泉 純米吟醸 百万石乃白,たにいずみ じゅんまいぎんじょう ひゃくまんごくのしろ,Taniizumi Junmai Ginjo Hyakumangoku-no-shiro,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米吟醸,百万石乃白,55,16,2,,,能登水系,,無濾過,,,,A:メロン・白桃系,中庸・バランス系,3,3,3,4,3,4,4,720;1800,false,false,2026-09-05
41753,https://find-sake.me/sake/41753,谷泉 能登 凪,たにいずみ のと なぎ,Taniizumi Noto Nagi,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米酒,国産米,70,13,,,金沢酵母,,,,低アル原酒,,false,C:バナナ系,中庸・バランス系,4,3,4,4,2,4,5,720;1800,false,false,2026-09-07
57616,https://find-sake.me/sake/57616,谷泉 能登 陽,たにいずみ のと ひなた,Taniizumi Noto Hinata,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米酒,能登ひかり,70,13,,,金沢酵母,,,,低アル原酒,,true,C:バナナ系,爽快・リンゴ酸系,2,3,4,4,2,3,5,720;1800,false,false,2026-09-07
33946,https://find-sake.me/sake/33946,谷泉 能登鵜川,たにいずみ のとうかわ,Taniizumi Noto Ukawa,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米酒,国産米,70,15,,,,,,,火入れ,,,E:穀物・ふくよか系,中庸・バランス系,3,3,3,2,3,4,4,1800,false,false,2026-09-05
22275,https://find-sake.me/sake/22275,谷泉 袋しぼり 本醸造,たにいずみ ふくろしぼり ほんじょうぞう,Taniizumi Fukuroshibori Honjozo,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,本醸造,,,,,,,能登水系,,袋しぼり,火入れ,,,E:穀物・ふくよか系,中庸・バランス系,4,3,3,2,3,4,4,720;1800,false,false,2026-09-05
55786,https://find-sake.me/sake/55786,谷泉 超辛口 純米吟醸 娘Vsrsion 登雷,たにいずみ ちょうからくち じゅんまいぎんじょう むすめばーじょん とらい,Taniizumi Chokarakuchi Junmai Ginjo Musume Version Torai,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米吟醸,山田錦、五百万石,50,17,21,,金沢酵母,能登水系,,,火入れ,,,D:熟成系,中庸・バランス系,4,3,4,3,4,5,2,720;1800,false,false,2026-09-05
42440,https://find-sake.me/sake/42440,谷泉 超辛口 純米吟醸 母Vsrsion 登雷,たにいずみ ちょうからくち じゅんまいぎんじょう ははばーじょん とらい,Taniizumi Chokarakuchi Junmai Ginjo Haha Version Torai,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米吟醸,山田錦、五百万石,50,17,17,,金沢酵母,能登水系,,無濾過,生原酒,,,C:バナナ系,中庸・バランス系,4,3,5,3,5,5,2,720,false,false,2026-09-05
50246,https://find-sake.me/sake/50246,谷泉 超辛口 純米吟醸 無濾過生原酒 登雷,たにいずみ ちょうからくち じゅんまいぎんじょう むろかなまげんしゅ とらい,Taniizumi Chokarakuchi Junmai Ginjo Muroka Nama Genshu Torai,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米吟醸,山田錦、五百万石,50,17,21,,金沢酵母,能登水系,,無濾過,生原酒,,,C:バナナ系,中庸・バランス系,4,3,5,4,5,5,2,720;1800,false,false,2026-09-05
14670,https://find-sake.me/sake/14670,谷泉×加賀鳶 2026 純米吟醸,たにいずみ×かがとび 2026 じゅんまいぎんじょう,Taniizumi × Kagatobi 2026 Junmai Ginjo,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,純米吟醸,,60,15,4.7,1.5,T酵母、花酵母,,,,,,,A:メロン・白桃系,中庸・バランス系,3,4,3,4,3,4,3,1800,false,false,2026-08-20
2039,https://find-sake.me/sake/2039,谷泉×手取川 山廃 貴醸酒 hope&shine,たにいずみ かける てどりがわ やまはい きじょうしゅ ほーぷあんどしゃいん,Taniizumi x Tedorigawa Yamahai Kijoshu hope&shine,10026,株式会社鶴野酒造店,Tsuruno Shuzoten,https://find-sake.me/brewery/10026,https://www.taniizumi.com/,貴醸酒,百万石乃白（石川県産100%）,60,11,,,金沢酵母,白山・手取川水系,モダン山廃,,火入れ、低アル原酒,,,A:メロン・白桃系,爽快・リンゴ酸系,1,4,4,4,4,3,3,720;1800,false,false,2026-09-05
13589,https://find-sake.me/sake/13589,辛口 鐘馗 本醸造,からくち しょうき ほんじょうぞう,Karakuchi Shoki Honjozo,10034,橋本酒造株式会社,Hashimoto Shuzo,https://find-sake.me/brewery/10034,https://judaime.com/,本醸造,,,15,,,,,,木槽酒袋しぼり,,,,,中庸・バランス系,4,3,2,2,2,4,4,720;1800,false,false,2026-09-04
52060,https://find-sake.me/sake/52060,辛口仕込 鼓,からくちじこみ つづみ,Karakuchi Jikomi Tsuzumi,10003,中村酒造株式会社,Nakamura Shuzo,https://find-sake.me/brewery/10003,https://www.nakamura-shuzou.co.jp/,普通酒,五百万石,70,14,7,1.8,,白山水系,低温熟成仕込み,,火入れ,,,B:青リンゴ・レモン系,中庸・バランス系,4,4,3,2,2,4,4,720;1800,true,true,2026-08-26
33029,https://find-sake.me/sake/33029,農口尚彦 90 YEARS OLD Special Edition Vol.4 赤 山廃吟醸 無濾過生原酒,のぐちなおひこ 90 いやーず おーるど すぺしゃる えでぃしょん ぼりゅーむ4 あか やまはいぎんじょう むろかなまげんしゅ,Noguchi Naohiko 90 Years Old Special Edition Vol.4 Aka Yamahai Ginjo Muroka Nama Genshu,10033,農口尚彦研究所,Noguchi Naohiko Sake Institute,https://find-sake.me/brewery/10033,https://noguchi-naohiko.co.jp/,吟醸酒,愛山（兵庫県産）,55,18,,,,,山廃,無濾過,生酒、原酒,,,,,2,5,5,5,5,5,3,750,false,false,2026-08-20
46930,https://find-sake.me/sake/46930,農口尚彦 90 YEARS OLD Special Edition Vol.5 ゴールド 山廃純米大吟醸 無濾過生原酒,のぐちなおひこ 90 いやーず おーるど すぺしゃる えでぃしょん ぼりゅーむ5 ごーるど やまはいじゅんまいだいぎんじょう むろかなまげんしゅ,Noguchi Naohiko 90 Years Old Special Edition Vol.5 Gold Yamahai Junmai Daiginjo Muroka Nama Genshu,10033,農口尚彦研究所,Noguchi Naohiko Sake Institute,https://find-sake.me/brewery/10033,https://noguchi-naohiko.co.jp/,純米大吟醸,山田錦（兵庫県産）,35,17,,,,,山廃,無濾過,生酒、原酒,,,,,2,5,5,5,5,4,2,750,false,false,2026-09-06
40026,https://find-sake.me/sake/40026,農口尚彦研究所 カップ酒 石川美味物バージョン,のぐちなおひこけんきゅうしょ かっぷざけ いしかわうまいものばーじょん,Noguchi Naohiko Sake Institute Cup Sake Ishikawa Umaimono Version,10033,農口尚彦研究所,Noguchi Naohiko Sake Institute,https://find-sake.me/brewery/10033,https://noguchi-naohiko.co.jp/,,五百万石,,20,,,,,,無濾過,原酒,,,,,2,3,4,2,5,3,3,180,false,false,2026-08-20
42378,https://find-sake.me/sake/42378,農口尚彦研究所 カップ酒 石川観光地バージョン,のぐちなおひこけんきゅうしょ かっぷざけ いしかわかんこうちばーじょん,Noguchi Naohiko Sake Institute Cup Sake Ishikawa Kankochi Version,10033,農口尚彦研究所,Noguchi Naohiko Sake Institute,https://find-sake.me/brewery/10033,https://noguchi-naohiko.co.jp/,,五百万石,,20,,,,,,無濾過,原酒,,,,,2,3,4,2,5,3,3,180,false,false,2026-08-20
51547,https://find-sake.me/sake/51547,農口尚彦研究所 ひやおろし 無濾過原酒,のぐちなおひこけんきゅうしょ ひやおろし むろかげんしゅ,Noguchi Naohiko Sake Institute Hiyaoroshi Muroka Genshu,10033,農口尚彦研究所,Noguchi Naohiko Sake Institute,https://find-sake.me/brewery/10033,https://noguchi-naohiko.co.jp/,,五百万石,,19,,,,白山・手取川水系,,無濾過,ひやおろし、原酒,,,D:熟成系,中庸・バランス系,3,3,5,3,4,4,3,720;1800,false,false,2026-08-30
5229,https://find-sake.me/sake/5229,農口尚彦研究所 夏の生酒 無濾過生酒 2025,のぐちなおひこけんきゅうしょ なつのなまざけ むろかなまざけ 2025,Noguchi Naohiko Sake Institute Natsu-no-namazake Muroka Namazake 2025,10033,農口尚彦研究所,Noguchi Naohiko Sake Institute,https://find-sake.me/brewery/10033,https://noguchi-naohiko.co.jp/,,五百万石,,17,,,,,,無濾過,生酒,,,,,4,3,4,3,3,5,3,720;1800,false,false,2026-09-07
52180,https://find-sake.me/sake/52180,農口尚彦研究所 山廃 無濾過生原酒 五百万石 2018,のぐちなおひこけんきゅうしょ やまはい むろかなまげんしゅ ごひゃくまんごく 2018,Noguchi Naohiko Sake Institute Yamahai Muroka Nama Genshu Gohyakumangoku 2018,10033,農口尚彦研究所,Noguchi Naohiko Sake Institute,https://find-sake.me/brewery/10033,https://noguchi-naohiko.co.jp/,,五百万石,65,19,,,,,山廃,無濾過,生酒、原酒,,,D:熟成系,重厚・乳酸系,3,5,5,3,5,2,1,720;1800,false,false,2026-08-20
809,https://find-sake.me/sake/809,農口尚彦研究所 山廃 無濾過生原酒 五百万石 2019,のぐちなおひこけんきゅうしょ やまはい むろかなまげんしゅ ごひゃくまんごく 2019,Noguchi Naohiko Sake Institute Yamahai Muroka Nama Genshu Gohyakumangoku 2019,10033,農口尚彦研究所,Noguchi Naohiko Sake Institute,https://find-sake.me/brewery/10033,https://noguchi-naohiko.co.jp/,,五百万石（北陸産）,65,19,,,,,古典的山廃,無濾過,生酒、原酒,,,D:熟成系,重厚・乳酸系,3,5,5,3,5,3,2,720;1800,false,false,2026-09-07
34522,https://find-sake.me/sake/34522,農口尚彦研究所 山廃 無濾過生原酒 愛山 2019,のぐちなおひこけんきゅうしょ やまはい むろかなまげんしゅ あいやま 2019,Noguchi Naohiko Sake Institute Yamahai Muroka Nama Genshu Aiyama 2019,10033,農口尚彦研究所,Noguchi Naohiko Sake Institute,https://find-sake.me/brewery/10033,https://noguchi-naohiko.co.jp/,,愛山,55,19,,,,,古典的山廃,無濾過,生酒、原酒,,,A:メロン・白桃系,重厚・乳酸系,2,4,5,4,5,2,2,720;1800,false,false,2026-08-20
41286,https://find-sake.me/sake/41286,農口尚彦研究所 山廃 無濾過生原酒 美山錦 2019,のぐちなおひこけんきゅうしょ やまはい むろかなまげんしゅ みやまにしき 2019,Noguchi Naohiko Sake Institute Yamahai Muroka Nama Genshu Miyama Nishiki 2019,10033,農口尚彦研究所,Noguchi Naohiko Sake Institute,https://find-sake.me/brewery/10033,https://noguchi-naohiko.co.jp/,,美山錦、山田錦,55,19,,,,,山廃,無濾過,生酒、原酒,,,B:青リンゴ・レモン系,中庸・バランス系,4,4,3,4,3,5,3,720;1800,false,false,2026-08-20
59077,https://find-sake.me/sake/59077,農口尚彦研究所 山廃 無濾過生原酒 雄町 2020,のぐちなおひこけんきゅうしょ やまはい むろかなまげんしゅ おまち 2020,Noguchi Naohiko Sake Institute Yamahai Muroka Nama Genshu Omachi 2020,10033,農口尚彦研究所,Noguchi Naohiko Sake Institute,https://find-sake.me/brewery/10033,https://noguchi-naohiko.co.jp/,,雄町,55,18,,,,,古典的山廃,無濾過,生酒、原酒,,,A:メロン・白桃系,重厚・乳酸系,3,5,5,5,5,2,1,720;1800,false,false,2026-08-20
21987,https://find-sake.me/sake/21987,農口尚彦研究所 山廃 無濾過生原酒 雄町 2021,のぐちなおひこけんきゅうしょ やまはい むろかなまげんしゅ おまち 2021,Noguchi Naohiko Sake Institute Yamahai Muroka Nama Genshu Omachi 2021,10033,農口尚彦研究所,Noguchi Naohiko Sake Institute,https://find-sake.me/brewery/10033,https://noguchi-naohiko.co.jp/,,雄町,55,20,,,,,古典的山廃,無濾過,生酒、原酒,,,A:メロン・白桃系,重厚・乳酸系,3,5,5,5,5,3,1,720,false,false,2026-08-20
